"id","creation_date","score"
22629388,2014-03-25,2
22629536,2014-03-25,1
22629608,2014-03-25,2
22629905,2014-03-25,0
22629920,2014-03-25,1
22629976,2014-03-25,4
22630226,2014-03-25,42
22630248,2014-03-25,0
22630436,2014-03-25,-1
22630486,2014-03-25,3
22630556,2014-03-25,1
22630560,2014-03-25,2
22630728,2014-03-25,0
22631402,2014-03-25,-1
22631574,2014-03-25,0
22631862,2014-03-25,1
22631866,2014-03-25,0
22631917,2014-03-25,0
22631968,2014-03-25,2
22632382,2014-03-25,2
22632405,2014-03-25,1
22632615,2014-03-25,1
22633202,2014-03-25,0
22633600,2014-03-25,2
22646342,2014-03-25,3
22634420,2014-03-25,5
22634805,2014-03-25,0
22634807,2014-03-25,0
22635564,2014-03-25,1
22635920,2014-03-25,3
22636123,2014-03-25,1
22636322,2014-03-25,1
22636968,2014-03-25,0
22637284,2014-03-25,3
22639186,2014-03-25,1
22638119,2014-03-25,1
22638198,2014-03-25,0
22638805,2014-03-25,0
22642062,2014-03-25,1
22639062,2014-03-25,1
22639307,2014-03-25,1
22639356,2014-03-25,0
22639426,2014-03-25,2
22639431,2014-03-25,1
22639816,2014-03-25,8
22640001,2014-03-25,2
22640016,2014-03-25,54
22640146,2014-03-25,1
22640467,2014-03-25,4
22640586,2014-03-25,3
22640678,2014-03-25,0
22640956,2014-03-25,0
22641265,2014-03-25,0
22641319,2014-03-25,0
22642463,2014-03-25,4
22642745,2014-03-25,6
22643298,2014-03-25,0
22643333,2014-03-25,1
22643372,2014-03-25,27
22643419,2014-03-25,0
22643432,2014-03-25,2
22643458,2014-03-25,1
22643488,2014-03-25,0
22643580,2014-03-25,6
22643660,2014-03-25,0
22644219,2014-03-25,0
22644391,2014-03-25,1
22644481,2014-03-25,4
22644659,2014-03-25,1
22644780,2014-03-25,10
22644804,2014-03-25,17
22645127,2014-03-25,15
22645491,2014-03-25,1
22645536,2014-03-25,1
22646168,2014-03-25,0
22646249,2014-03-25,2
22646374,2014-03-25,2
22647156,2014-03-25,1
22647263,2014-03-25,2
22647298,2014-03-25,1
22647331,2014-03-25,-1
22647591,2014-03-25,2
22647951,2014-03-25,0
22648634,2014-03-25,0
22648662,2014-03-25,0
22648821,2014-03-25,0
22648859,2014-03-26,0
22648954,2014-03-26,4
22649124,2014-03-26,9
22747916,2014-03-26,1
22649536,2014-03-26,8
22649781,2014-03-26,3
22650335,2014-03-26,1
22650618,2014-03-26,0
22650642,2014-03-26,0
22650674,2014-03-26,0
22650737,2014-03-26,1
22650955,2014-03-26,2
22650976,2014-03-26,1
22651660,2014-03-26,0
22651792,2014-03-26,0
22652069,2014-03-26,13
22652768,2014-03-26,6
22652891,2014-03-26,0
22652941,2014-03-26,4
22652951,2014-03-26,1
22653503,2014-03-26,0
22657990,2014-03-26,2
22654409,2014-03-26,0
22654421,2014-03-26,6
22654968,2014-03-26,0
22655060,2014-03-26,34
22655975,2014-03-26,-1
22656676,2014-03-26,2
22656926,2014-03-26,1
22656990,2014-03-26,2
22657282,2014-03-26,1
22657333,2014-03-26,2
22658184,2014-03-26,4
22658616,2014-03-26,1
22658853,2014-03-26,0
22658884,2014-03-26,3
22659947,2014-03-26,15
22660140,2014-03-26,3
22660149,2014-03-26,23
22660224,2014-03-26,0
22660392,2014-03-26,0
22660450,2014-03-26,1
22661076,2014-03-26,0
22661278,2014-03-26,0
22661397,2014-03-26,4
22661697,2014-03-26,1
22661984,2014-03-26,1
22662105,2014-03-26,4
22662225,2014-03-26,0
22662842,2014-03-26,0
22662870,2014-03-26,2
22663082,2014-03-26,0
22663339,2014-03-26,0
22663417,2014-03-26,1
22663523,2014-03-26,3
22664116,2014-03-26,3
22664225,2014-03-26,0
22664351,2014-03-26,0
22664381,2014-03-26,2
22664738,2014-03-26,0
22664763,2014-03-26,0
22664923,2014-03-26,0
22665048,2014-03-26,1
22665103,2014-03-26,2
22665250,2014-03-26,1
22665389,2014-03-26,0
22665818,2014-03-26,0
22666475,2014-03-26,7
22666914,2014-03-26,0
22667097,2014-03-26,1
22667164,2014-03-26,0
22667470,2014-03-26,0
22667496,2014-03-26,0
22667745,2014-03-26,1
22667753,2014-03-26,0
22667844,2014-03-26,0
22668061,2014-03-26,2
22668144,2014-03-26,8
22668255,2014-03-26,0
22668381,2014-03-26,1
22668449,2014-03-26,2
22669174,2014-03-26,1
22669265,2014-03-26,0
22669738,2014-03-26,0
22669973,2014-03-26,-1
22670061,2014-03-26,1
22670541,2014-03-26,13
22670671,2014-03-26,0
22670690,2014-03-26,0
22670709,2014-03-26,2
22670868,2014-03-26,2
22671400,2014-03-26,4
22671686,2014-03-26,1
22671692,2014-03-26,0
22671700,2014-03-26,0
22671740,2014-03-26,3
22671992,2014-03-26,0
22672108,2014-03-26,5
22672242,2014-03-26,0
22672495,2014-03-26,6
22672584,2014-03-26,1
22672589,2014-03-26,0
22672768,2014-03-26,1
22673335,2014-03-26,8
22673433,2014-03-26,0
22673474,2014-03-26,4
22673556,2014-03-26,1
22674132,2014-03-26,0
22674524,2014-03-26,0
22674981,2014-03-26,3
22675046,2014-03-26,0
22675132,2014-03-26,0
22675175,2014-03-26,-1
22675252,2014-03-26,3
22675260,2014-03-26,0
22675557,2014-03-26,2
22675948,2014-03-27,0
22676097,2014-03-27,0
22676217,2014-03-27,3
22676571,2014-03-27,0
22676623,2014-03-27,1
22677121,2014-03-27,2
22676706,2014-03-27,1
22676733,2014-03-27,1
22676735,2014-03-27,0
22676867,2014-03-27,0
22677120,2014-03-27,0
22677758,2014-03-27,1
22677816,2014-03-27,1
22678185,2014-03-27,0
22678203,2014-03-27,7
22678230,2014-03-27,0
22678274,2014-03-27,0
22678615,2014-03-27,0
22678650,2014-03-27,0
22679079,2014-03-27,0
22679493,2014-03-27,2
22679951,2014-03-27,1
22680128,2014-03-27,0
22680425,2014-03-27,1
22680610,2014-03-27,2
22680641,2014-03-27,10
22680683,2014-03-27,0
22680705,2014-03-27,1
22681929,2014-03-27,1
22682595,2014-03-27,0
22682851,2014-03-27,1
22683088,2014-03-27,0
22683133,2014-03-27,1
22683377,2014-03-27,0
22683393,2014-03-27,0
22683713,2014-03-27,2
22684162,2014-03-27,13
22684398,2014-03-27,0
22684475,2014-03-27,4
22684506,2014-03-27,0
22684903,2014-03-27,0
22685021,2014-03-27,1
22685037,2014-03-27,0
22685167,2014-03-27,0
22685549,2014-03-27,0
22685846,2014-03-27,-1
22685896,2014-03-27,3
22686547,2014-03-27,1
22686662,2014-03-27,1
22686949,2014-03-27,0
22687178,2014-03-27,1
22687837,2014-03-27,0
22688549,2014-03-27,1
22688666,2014-03-27,0
22689076,2014-03-27,1
22689082,2014-03-27,6
22689301,2014-03-27,0
22689361,2014-03-27,1
22689625,2014-03-27,2
22690255,2014-03-27,7
22690294,2014-03-27,1
22690525,2014-03-27,1
22691280,2014-03-27,0
22691299,2014-03-27,3
22691528,2014-03-27,0
22691758,2014-03-27,0
22692172,2014-03-27,0
22692247,2014-03-27,0
22693059,2014-03-27,3
22693077,2014-03-27,2
22693173,2014-03-27,6
22693228,2014-03-27,1
22693431,2014-03-27,-2
22693492,2014-03-27,1
22693734,2014-03-27,1
22693865,2014-03-27,5
22693888,2014-03-27,2
22693939,2014-03-27,0
22693979,2014-03-27,0
22694238,2014-03-27,1
22694510,2014-03-27,0
22694567,2014-03-27,8
22695156,2014-03-27,3
22695257,2014-03-27,0
22695409,2014-03-27,2
22695502,2014-03-27,0
22695524,2014-03-27,0
22696032,2014-03-27,1
22696363,2014-03-27,5
22696477,2014-03-27,0
22697102,2014-03-27,5
22697265,2014-03-27,0
22697392,2014-03-27,2
22697668,2014-03-27,0
22697989,2014-03-27,1
22698247,2014-03-27,0
22698490,2014-03-27,0
22698581,2014-03-27,5
22698699,2014-03-27,1
22698808,2014-03-27,0
22699054,2014-03-27,0
22699084,2014-03-27,2
22699243,2014-03-27,1
22699596,2014-03-27,2
22699774,2014-03-27,2
22700011,2014-03-27,-2
22700188,2014-03-27,1
22700472,2014-03-27,0
22701009,2014-03-27,1
22701532,2014-03-27,2
22701588,2014-03-27,1
22701606,2014-03-27,1
22701622,2014-03-27,2
22701680,2014-03-28,0
22702052,2014-03-28,0
22702520,2014-03-28,-1
22702789,2014-03-28,0
22702885,2014-03-28,0
22702977,2014-03-28,1
22703475,2014-03-28,2
22703503,2014-03-28,0
22703595,2014-03-28,5
22703687,2014-03-28,0
22703900,2014-03-28,1
22703990,2014-03-28,0
22704047,2014-03-28,2
22704077,2014-03-28,0
22704081,2014-03-28,0
22704145,2014-03-28,0
22704506,2014-03-28,-1
22704527,2014-03-28,0
22704722,2014-03-28,0
22704934,2014-03-28,2
22705491,2014-03-28,0
22708629,2014-03-28,1
22709100,2014-03-28,-1
22709204,2014-03-28,3
22709206,2014-03-28,10
22709537,2014-03-28,0
22710443,2014-03-28,0
22710470,2014-03-28,0
22710734,2014-03-28,0
22710778,2014-03-28,0
22710907,2014-03-28,1
22711135,2014-03-28,0
22711197,2014-03-28,1
22711355,2014-03-28,0
22711469,2014-03-28,0
22711548,2014-03-28,2
22711938,2014-03-28,1
22712273,2014-03-28,0
22712334,2014-03-28,0
22712409,2014-03-28,1
22712455,2014-03-28,2
22712981,2014-03-28,0
22713114,2014-03-28,-1
22713280,2014-03-28,0
22713325,2014-03-28,60
22713589,2014-03-28,0
22713763,2014-03-28,2
22714398,2014-03-28,0
22714775,2014-03-28,2
22714845,2014-03-28,2
22714956,2014-03-28,0
22716088,2014-03-28,5
22716193,2014-03-28,0
22716521,2014-03-28,5
22716550,2014-03-28,1
22716740,2014-03-28,0
22718264,2014-03-28,1
22717290,2014-03-28,0
22717412,2014-03-28,4
22717651,2014-03-28,2
22717677,2014-03-28,0
22717680,2014-03-28,2
22717869,2014-03-28,0
22717892,2014-03-28,1
22717930,2014-03-28,15
22718089,2014-03-28,1
22718136,2014-03-28,3
22718334,2014-03-28,4
22718555,2014-03-28,1
22718649,2014-03-28,0
22718745,2014-03-28,1
22718874,2014-03-28,3
22719070,2014-03-28,1
22719240,2014-03-28,0
22719335,2014-03-28,1
22719469,2014-03-28,3
22719701,2014-03-28,1
22719904,2014-03-28,1
22720418,2014-03-28,1
22720524,2014-03-28,0
22720533,2014-03-28,1
22720628,2014-03-28,1
22721102,2014-03-28,1
22721499,2014-03-28,0
22721545,2014-03-28,1
22721574,2014-03-28,0
22721819,2014-03-28,5
22722647,2014-03-28,0
22722565,2014-03-28,0
22723171,2014-03-28,0
22723186,2014-03-28,0
22723564,2014-03-28,1
22723673,2014-03-28,5
22723975,2014-03-28,2
22724018,2014-03-28,0
22724052,2014-03-28,1
22724132,2014-03-28,0
22724373,2014-03-28,1
22725023,2014-03-28,0
22725308,2014-03-29,3
22725914,2014-03-29,0
22726068,2014-03-29,-1
22726116,2014-03-29,1
22726208,2014-03-29,2
22726311,2014-03-29,3
22726505,2014-03-29,0
22726568,2014-03-29,0
22726764,2014-03-29,3
22726926,2014-03-29,0
22728422,2014-03-29,8
22728606,2014-03-29,0
22728960,2014-03-29,4
22729227,2014-03-29,0
22729408,2014-03-29,0
22729807,2014-03-29,0
22729830,2014-03-29,1
22729866,2014-03-29,3
22730318,2014-03-29,2
22730563,2014-03-29,0
22730623,2014-03-29,1
22730753,2014-03-29,0
22730996,2014-03-29,0
22731980,2014-03-29,2
22732277,2014-03-29,0
22732333,2014-03-29,1
22732449,2014-03-29,1
22732615,2014-03-29,5
22732815,2014-03-29,1
22732852,2014-03-29,0
22733164,2014-03-29,-1
22733310,2014-03-29,1
22733378,2014-03-29,1
22733832,2014-03-29,0
22733879,2014-03-29,1
22734348,2014-03-29,-5
22734609,2014-03-29,0
22734950,2014-03-29,0
22735224,2014-03-29,4
22735234,2014-03-29,0
22735633,2014-03-29,5
22735653,2014-03-29,0
22735768,2014-03-29,0
22735781,2014-03-29,0
22735913,2014-03-29,0
22735958,2014-03-29,0
22736106,2014-03-29,1
22736107,2014-03-29,1
22736215,2014-03-29,-1
22736275,2014-03-29,0
22736316,2014-03-29,1
22737090,2014-03-29,4
22737183,2014-03-29,0
22737322,2014-03-29,1
22737452,2014-03-29,3
22737481,2014-03-29,0
22737701,2014-03-29,0
22738240,2014-03-29,1
22738285,2014-03-29,3
22738286,2014-03-29,0
22738355,2014-03-29,5
22738362,2014-03-29,1
22738540,2014-03-30,0
22738649,2014-03-30,2
22738884,2014-03-30,4
22739070,2014-03-30,1
22739076,2014-03-30,1
22739173,2014-03-30,1
22739470,2014-03-30,0
22739484,2014-03-30,3
22739542,2014-03-30,1
22739876,2014-03-30,10
22740082,2014-03-30,9
22740107,2014-03-30,1
22740515,2014-03-30,0
22740643,2014-03-30,2
22740722,2014-03-30,0
22741311,2014-03-30,0
22742676,2014-03-30,0
22742737,2014-03-30,34
22742887,2014-03-30,1
22743072,2014-03-30,1
22743365,2014-03-30,0
22743543,2014-03-30,2
22743589,2014-03-30,3
22744403,2014-03-30,2
22744838,2014-03-30,0
22745541,2014-03-30,4
22745872,2014-03-30,5
22746343,2014-03-30,0
22746508,2014-03-30,9
22746518,2014-03-30,1
22746954,2014-03-30,0
22747431,2014-03-30,1
22747526,2014-03-30,0
22747714,2014-03-30,0
22747759,2014-03-30,2
22747915,2014-03-30,1
22747953,2014-03-30,2
22748358,2014-03-30,3
22748439,2014-03-30,0
22748495,2014-03-30,0
22748520,2014-03-30,3
22749181,2014-03-30,1
22749243,2014-03-30,0
22749404,2014-03-30,0
22749448,2014-03-30,2
22749449,2014-03-30,0
22749489,2014-03-30,1
22749606,2014-03-30,0
22749634,2014-03-30,4
22749701,2014-03-30,0
22749872,2014-03-30,0
22750282,2014-03-30,5
22750359,2014-03-30,3
22750577,2014-03-30,-1
22751445,2014-03-30,0
22751488,2014-03-30,0
22751672,2014-03-31,2
22751700,2014-03-31,-1
22751704,2014-03-31,0
22752009,2014-03-31,1
22752021,2014-03-31,3
22752313,2014-03-31,0
22752331,2014-03-31,0
22752401,2014-03-31,0
22752436,2014-03-31,0
22752446,2014-03-31,1
22752617,2014-03-31,1
22753453,2014-03-31,0
22753572,2014-03-31,3
22754154,2014-03-31,0
22754432,2014-03-31,0
22754519,2014-03-31,2
22754521,2014-03-31,0
22754667,2014-03-31,0
22754760,2014-03-31,3
22754773,2014-03-31,0
22755263,2014-03-31,0
22755876,2014-03-31,5
22756043,2014-03-31,0
22756108,2014-03-31,1
22756129,2014-03-31,0
22756372,2014-03-31,15
22756392,2014-03-31,8
22756612,2014-03-31,2
22757253,2014-03-31,1
22757287,2014-03-31,3
22757353,2014-03-31,8
22757401,2014-03-31,2
22757928,2014-03-31,0
22757965,2014-03-31,0
22757985,2014-03-31,-2
22758249,2014-03-31,3
22758859,2014-03-31,1
22758990,2014-03-31,1
22759512,2014-03-31,1
22759521,2014-03-31,1
22759949,2014-03-31,0
22760168,2014-03-31,0
22760473,2014-03-31,4
22760883,2014-03-31,0
22761199,2014-03-31,8
22761733,2014-03-31,6
22762148,2014-03-31,0
22762185,2014-03-31,2
22762242,2014-03-31,1
22763303,2014-03-31,1
22764006,2014-03-31,1
22764091,2014-03-31,0
22764243,2014-03-31,1
22764990,2014-03-31,3
22765375,2014-03-31,0
22765544,2014-03-31,2
22765646,2014-03-31,2
22765812,2014-03-31,0
22766014,2014-03-31,0
22766100,2014-03-31,2
22766236,2014-03-31,0
22766543,2014-03-31,0
22766647,2014-03-31,1
22766738,2014-03-31,8
22766806,2014-03-31,0
22766910,2014-03-31,1
22767031,2014-03-31,1
22767054,2014-03-31,0
22767110,2014-03-31,0
22767119,2014-03-31,0
22767219,2014-03-31,0
22767341,2014-03-31,0
22767768,2014-03-31,2
22767794,2014-03-31,0
22767843,2014-03-31,4
22767893,2014-03-31,61
22768008,2014-03-31,2
22768109,2014-03-31,4
22770791,2014-03-31,0
22769074,2014-03-31,1
22770706,2014-03-31,2
22769669,2014-03-31,0
22769676,2014-03-31,0
22769877,2014-03-31,0
22769915,2014-03-31,1
22769940,2014-03-31,5
22770352,2014-03-31,61
22770554,2014-03-31,1
22770875,2014-03-31,0
22771260,2014-03-31,10
22771499,2014-03-31,0
22771542,2014-03-31,0
22771715,2014-03-31,2
22771939,2014-03-31,4
22771861,2014-03-31,2
22771905,2014-03-31,1
22772089,2014-03-31,1
22772118,2014-03-31,0
22772280,2014-03-31,0
22772279,2014-03-31,11
22772668,2014-03-31,4
22772923,2014-03-31,0
22773068,2014-03-31,1
22773153,2014-03-31,2
22773207,2014-03-31,6
22773258,2014-03-31,1
22773657,2014-03-31,2
22773833,2014-03-31,2
22773940,2014-03-31,3
22773948,2014-03-31,1
22774607,2014-04-01,3
22774609,2014-04-01,0
22774613,2014-04-01,0
22774750,2014-04-01,2
22774913,2014-04-01,4
22775246,2014-04-01,1
22775269,2014-04-01,2
22780521,2014-04-01,1
22775567,2014-04-01,0
22775598,2014-04-01,2
22775805,2014-04-01,1
22775998,2014-04-01,0
22776325,2014-04-01,0
22776329,2014-04-01,0
22776381,2014-04-01,1
22776431,2014-04-01,0
22776624,2014-04-01,1
22776691,2014-04-01,2
22776864,2014-04-01,1
22777032,2014-04-01,0
22777080,2014-04-01,2
22777245,2014-04-01,3
22778107,2014-04-01,0
22778969,2014-04-01,2
22779220,2014-04-01,0
22779816,2014-04-01,0
22780363,2014-04-01,3
22780702,2014-04-01,1
22780785,2014-04-01,1
22780883,2014-04-01,0
22780999,2014-04-01,0
22781270,2014-04-01,1
22781332,2014-04-01,1
22781685,2014-04-01,9
22781866,2014-04-01,2
22782034,2014-04-01,3
22782537,2014-04-01,2
22782925,2014-04-01,0
22783069,2014-04-01,0
22784024,2014-04-01,1
22784182,2014-04-01,3
22784342,2014-04-01,0
22784605,2014-04-01,1
22784621,2014-04-01,0
22784682,2014-04-01,-1
22784818,2014-04-01,9
22784975,2014-04-01,0
22785465,2014-04-01,2
22785475,2014-04-01,1
22785599,2014-04-01,1
22785661,2014-04-01,2
22785860,2014-04-01,-1
22786098,2014-04-01,2
22786366,2014-04-01,1
22786417,2014-04-01,1
22786646,2014-04-01,2
22786804,2014-04-01,1
22786821,2014-04-01,2
22787584,2014-04-01,-1
22787898,2014-04-01,1
22788076,2014-04-01,1
22788113,2014-04-01,4
22788314,2014-04-01,4
22788336,2014-04-01,0
22788572,2014-04-01,1
22788607,2014-04-01,1
22788870,2014-04-01,0
22789336,2014-04-01,0
22789383,2014-04-01,0
22789575,2014-04-01,13
22790469,2014-04-01,1
22790484,2014-04-01,9
22790507,2014-04-01,-1
22790529,2014-04-01,4
22790645,2014-04-01,1
22790778,2014-04-01,0
22791229,2014-04-01,0
22791899,2014-04-01,0
22791762,2014-04-01,0
22792090,2014-04-01,1
22792376,2014-04-01,0
22792954,2014-04-01,0
22793012,2014-04-01,1
22793182,2014-04-01,3
22793341,2014-04-01,0
22793397,2014-04-01,0
22793706,2014-04-01,1
22793866,2014-04-01,0
22793796,2014-04-01,6
22793855,2014-04-01,5
22793964,2014-04-01,7
22793998,2014-04-01,2
22794054,2014-04-01,2
22794345,2014-04-01,5
22794859,2014-04-01,1
22795228,2014-04-01,1
22795526,2014-04-01,0
22796372,2014-04-01,4
22796434,2014-04-01,7
22796635,2014-04-01,0
22796864,2014-04-01,-4
22796899,2014-04-01,1
22797279,2014-04-01,0
22797393,2014-04-01,5
22797583,2014-04-01,1
22797640,2014-04-01,1
22797676,2014-04-01,0
22798234,2014-04-01,2
22798313,2014-04-01,1
22798519,2014-04-01,1
22798587,2014-04-01,0
22798596,2014-04-01,5
22798747,2014-04-01,0
22798926,2014-04-01,0
22798999,2014-04-01,0
22799171,2014-04-02,0
22799269,2014-04-02,0
22799348,2014-04-02,4
22799488,2014-04-02,2
22799607,2014-04-02,0
22799674,2014-04-02,3
22800068,2014-04-02,0
22800220,2014-04-02,1
22800447,2014-04-02,0
